receptor activity	receptor binding	binding	protein binding	nucleic acid binding	catalytic activity	ubiquitin-protein ligase activity	ligase activity	DNA binding	transcription factor activity	transcription cofactor activity	transcription regulator activity	growth factor activity	enzyme inhibitor activity	serine-type endopeptidase inhibitor activity	enzyme regulator activity	protease inhibitor activity	protein kinase activity	non-membrane spanning protein tyrosine kinase activity	kinase activity	transferase activity	single-stranded DNA binding	enzyme activator activity	kinase regulator activity	kinase activator activity	DNA replication origin binding	RNA binding	mRNA binding	DNA helicase activity	helicase activity	hydrolase activity	DNA primase activity	DNA-directed RNA polymerase activity	nucleotidyltransferase activity	nuclease activity	hydrolase activity, acting on ester bonds	chromatin binding	phosphoprotein phosphatase activity	phosphoric monoester hydrolase activity	endoribonuclease activity	transporter activity	transmembrane transporter activity	cation transmembrane transporter activity	transferase activity, transferring glycosyl groups	isomerase activity	intramolecular transferase activity	phosphorylase activity	peptidase activity	metallopeptidase activity	amino acid transmembrane transporter activity	acyltransferase activity	oxidoreductase activity	lyase activity	carboxy-lyase activity	deaminase activity	hydro-lyase activity	racemase and epimerase activity	carbohydrate transmembrane transporter activity	ATPase activity, coupled to transmembrane movement of substances	pyrophosphatase activity	ion channel activity	anion channel activity	hydrogen ion transmembrane transporter activity	voltage-gated ion channel activity	voltage-gated potassium channel activity	cation channel activity	adenylate cyclase activity	guanylate cyclase activity	phosphoric diester hydrolase activity	nucleotide phosphatase activity	deacetylase activity	carbohydrate kinase activity	nucleotide kinase activity	transaminase activity	ligand-gated ion channel activity	cyclic nucleotide-gated ion channel activity	peroxidase activity	antioxidant activity	hydrogen ion transporting ATP synthase activity, rotational mechanism	calcium ion binding	calmodulin binding	acetyltransferase activity	G-protein coupled receptor activity	structural molecule activity	structural constituent of cytoskeleton	methyltransferase activity	DNA-methyltransferase activity	carbohydrate phosphatase activity	amino acid kinase activity	translation elongation factor activity	translation factor activity, nucleic acid binding	translation regulator activity	translation initiation factor activity	small GTPase regulator activity	guanyl-nucleotide exchange factor activity	serine-type peptidase activity	protein disulfide isomerase activity	lipid binding	hydrolase activity, hydrolyzing N-glycosyl compounds	phospholipase activity	lipase activity	hydrolase activity, hydrolyzing O-glycosyl compounds	galactosidase activity	glucosidase activity	transketolase activity	lipid transporter activity	cysteine-type peptidase activity	amylase activity	glutamate receptor activity	double-stranded DNA binding	voltage-gated calcium channel activity	voltage-gated sodium channel activity	calcium-dependent phospholipid binding	GTPase activity	hormone activity	transaldolase activity	endodeoxyribonuclease activity	extracellular matrix structural constituent	RNA-directed DNA polymerase activity	RNA helicase activity	actin binding	cytoskeletal protein binding	motor activity	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein kinase activity	phosphatase regulator activity	phosphatase inhibitor activity	transmembrane receptor protein serine/threonine kinase activity	kinase inhibitor activity	structural constituent of ribosome	microtubule binding	RNA splicing factor activity, transesterification mechanism	aspartic-type endopeptidase activity	translation release factor activity	poly(A) binding	cytokine activity	neuropeptide hormone activity	damaged DNA binding	microtubule motor activity	exoribonuclease activity	aminoacyl-tRNA ligase activity	DNA-directed DNA polymerase activity	SNAP receptor activity	hematopoietin/interferon-class (D200-domain) cytokine receptor activity	tumor necrosis factor receptor activity	tumor necrosis factor receptor binding	hematopoietin/interferon-class (D200-domain) cytokine receptor binding	centromeric DNA binding	DNA topoisomerase activity	ligand-dependent nuclear receptor activity	DNA ligase activity	RNA methyltransferase activity	transforming growth factor beta receptor activity	DNA strand annealing activity	DNA polymerase processivity factor activity	exodeoxyribonuclease activity	DNA photolyase activity	acetylcholine receptor activity	GABA receptor activity	cysteine protease inhibitor activity	structural constituent of myelin sheath	phosphatase activator activity	intermediate filament binding
glucosidase activity	0	0	0	0	0	0.0906429001976908	0.064399369731339	0.0679685222693161	0	0	0	0	0	0	0	0	0	0.0634297208082203	0.0552162483248178	0.0651222733168146	0.0770251043616091	0	0	0	0	0	0	0	0.0566899496864895	0.0591765668318709	0.305606836332144	0.0417912670111872	0.0515208475928789	0.0606568629639357	0.228182163344414	0.256896720124416	0	0.225090733506794	0.229920888001239	0.204405401325767	0	0	0	0.0618917289759548	0.058679789886946	0.0454000411218441	0.0448950653864454	0.274614950298477	0.238343498686226	0	0.0578038021761154	0.0708368993735752	0.059563831919385	0.0515880248864526	0.0500577033823619	0.0526231600111784	0.0537383734279072	0	0.211906333951133	0.178048692499631	0	0	0	0	0	0	0.0520371148291052	0.0500577033823619	0.189010249505011	0.191390836286905	0.185010211762306	0.0491925107088522	0.0525671451050066	0.0490866677181269	0	0	0	0	0	0	0	0.0545202921231548	0	0	0	0.0572551954461092	0.0477422439925034	0.167355147849391	0.04364752506853	0	0	0	0	0	0	0.256554937757665	0.0483995433111868	0	0.196728144471905	0.193519927251837	0.214134633011953	0.953234304269954	0.801341287270932	0.99681508774121	0.0403017165580166	0	0.209462725908784	0.846010239664045	0	0	0	0	0	0.215855362351819	0	0.0374323345419205	0.19408984618042	0	0.0640448359279989	0.0565711788795868	0	0	0	0	0.0554325697766881	0	0	0	0	0	0	0.0587685714648977	0.223622639885819	0	0	0	0	0	0	0.191390836286905	0.0510998086292747	0.0498775670792649	0	0	0	0	0	0	0.0439978267300293	0	0.0417912670111872	0.0480160651979287	0	0	0	0.18545014711232	0.0432624662258194	0	0	0	0	0	0
transketolase activity	0	0	0	0	0	0.0627452605631713	0.0489398231334132	0.0509739905521482	0	0	0	0	0	0	0	0	0	0.242114562467827	0.217444935251074	0.24701102361228	0.279778616709655	0	0	0	0	0	0	0	0.0443557996979565	0.0458636998564479	0.0576316239734369	0.173570484238699	0.205828022911737	0.233957423368795	0.0463503875806003	0.0507316809873156	0	0.0458636998564479	0.0466228021206484	0.0425281606296037	0	0	0	0.237611151186642	0.045564734376054	0.0371311482408862	0.184134928977976	0.0533156006866152	0.0479291873976448	0	0.225383893848618	0.0525704549793764	0.0460959778523635	0.0411700551863778	0.0401895333444219	0.0418266627555999	0.0425281606296037	0	0.0437538478599912	0.0380684225449641	0	0	0	0	0	0	0.0414555745764367	0.0401895333444219	0.0399528007107387	0.0403563949566068	0.0392701467142904	0.19833440313996	0.20915115682621	0.197990475418516	0	0	0	0	0	0	0	0.215282514694472	0	0	0	0.223713838679165	0.193596705438243	0.0361878942719451	0.179920502710668	0	0	0	0	0	0	0.0506809652554634	0.0391136731618657	0	0.0412540753010206	0.0407156717814834	0.0441143824458684	0.0416460229080848	0.0361878942719451	0.0403017165580166	0.999812652220071	0	0.0433566012588339	0.0378307806891645	0	0	0	0	0	0.0443916841155082	0	0.158275066717183	0.0408115759300811	0	0.243901213045789	0.0442830558278676	0	0	0	0	0.218114707572881	0	0	0	0	0	0	0.0456182470448931	0.0456315212235514	0	0	0	0	0	0	0.0403563949566068	0.0408585192611392	0.200553496726006	0	0	0	0	0	0	0.0361878942719451	0	0.034681761086829	0.194495396117268	0	0	0	0.0393455050809786	0.0356889467769895	0	0	0	0	0	0
lipid transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640645385637699	0.629593042177045	0.537607681721632	0	0	0	0	0	0	0.484314805673948	0	0	0	0	0	0	0	0.470105206980391	0	0	0	0	0.414966625215237	0	0.424148918889473	0.440686672969458	0	0	0	0	0	0	0	0	0	0	0	0	0.376608745290308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986635858365078	0	0	0	0	0.393823107763104	0.385130941711339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cysteine-type peptidase activity	0	0	0	0	0	0.10771215476993	0.0725699836832141	0.0771343502469507	0	0	0	0	0	0	0	0	0	0.0713410272519658	0.0611160621588517	0.0734892686539308	0.0890116867612879	0	0	0	0	0	0	0	0.0629266795951934	0.0660053785852664	0.355549451016294	0.0450853704255522	0.0566209151962162	0.0678523628481909	0.254917767175695	0.291291682765374	0	0.251065580119959	0.257089745827229	0.225600779062694	0	0	0	0.0694013221118445	0.0653879310815832	0.0493142571457962	0.048719024509886	0.576214856998795	0.490744490563871	0	0.0643020667062187	0.080849658851352	0.0664875434552198	0.056702061049855	0.0548587130988773	0.0579550916094278	0.0593106582911495	0	0.234772850461264	0.193918283943129	0	0	0	0	0	0	0.0572450714734579	0.0548587130988773	0.206992686832713	0.209851225251278	0.202204954869783	0.0538213211024335	0.057887157776189	0.0536946478517387	0	0	0	0	0	0	0	0.0602645823480743	0	0	0	0.0636239021984905	0.0520900881520337	0.181301084074798	0.0472533826983064	0	0	0	0	0	0	0.533254241482843	0.0528735404794973	0	0.216285102343472	0.21241359144566	0.237511108843317	0.219127622208647	0.181301084074798	0.209462725908784	0.0433566012588339	0	0.991257103603322	0.192300560758822	0	0	0	0	0	0.239629897984089	0	0.0400535581129909	0.21310042450391	0	0.0721200948331555	0.0627803719208878	0	0	0	0	0.0613811918479254	0	0	0	0	0	0	0.0654981905956967	0.456962278595609	0	0	0	0	0	0	0.209851225251278	0.0561128038764707	0.0546424408630264	0	0	0	0	0	0	0.0476642265600823	0	0.0450853704255522	0.0524162239761489	0	0	0	0.202730581108208	0.046802402723817	0	0	0	0	0	0
amylase activity	0	0	0	0	0	0.0790328508304809	0.0583132373389867	0.0612244062094897	0	0	0	0	0	0	0	0	0	0.0575170706293738	0.0506809652554634	0.0589053317585897	0.0684770029563226	0	0	0	0	0	0	0	0.0519198030087384	0.0539978859628332	0.270398025572669	0.0391403114870623	0.0475504815782833	0.055227738119529	0.207963451404276	0.23155177006102	0	0.205392512778289	0.2094067238833	0.188029572106304	0	0	0	0.0562495802851751	0.0535839486387399	0.0422885293112047	0.0418500648755741	0.245849078722209	0.216370646785344	0	0.0528525507154323	0.063542094263977	0.0543201513629575	0.0476076982653216	0.0463014239371614	0.0484878990937334	0.0494331524304218	0	0.194358176257636	0.165494007071273	0	0	0	0	0	0	0.0479899049634851	0.0463014239371614	0.174923274948102	0.176960321817043	0.171491852988799	0.0455602445752702	0.0484403378909833	0.0454694405249676	0	0	0	0	0	0	0	0.0500940333500649	0	0	0	0.0523935287956939	0.0443135260342655	0.156216062348362	0.0407639670700983	0	0	0	0	0	0	0.231274063748128	0.04487924526674	0	0.181513551928997	0.178778932017895	0.196231070323222	0.878701515718017	0.748004361403264	0.846010239664045	0.0378307806891645	0	0.192300560758822	0.998751014800475	0	0	0	0	0	0.197675121535658	0	0.0352913765876617	0.179265223832751	0	0.0580223969387469	0.0518201615206758	0	0	0	0	0.05086315160164	0	0	0	0	0	0	0.0536579701809403	0.204169430452181	0	0	0	0	0	0	0.176960321817043	0.0471916094552638	0.0461472661779376	0	0	0	0	0	0	0.0410693506114082	0	0.0391403114870623	0.0445493322175863	0	0	0	0.171869780923428	0.0404279093089377	0	0	0	0	0	0
glutamate receptor activity	0.267790507071935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236651263892008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999313058140261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193531429842506	0.197009760980826	0	0	0.177725397127433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169750457661442	0.160621925975929	0.144734351189646	0	0	0	0.175628277324083	0	0	0.160621925975929	0	0	0	0	0.184566030371716	0.184566030371716	0	0	0	0
double-stranded DNA binding	0	0.11214428847169	0.141637334274227	0.125212482581027	0.258018296159301	0	0	0	0.473201727466013	0.459235494766708	0	0	0.0835825791919901	0	0	0	0	0	0	0	0	0.356509007149977	0	0	0	0.321004915369892	0.199248248336719	0.189714459575701	0	0	0	0	0	0	0	0	0.093352962132104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101764742138894	0.0969561814107072	0	0	0	0	0	0	0	0	0	0.179175452989879	0	0	0	0	0	0	0.0746529646587036	0	0	0	0	0	0	0	0	0	0	0	0.99731468182102	0	0	0.0923039585358693	0	0.0789169850394016	0	0	0	0	0	0.0930886507655702	0.0954922030006729	0	0	0	0	0	0	0	0	0.08310679019757	0	0	0	0.166601005986243	0.0817886613162097	0.0701335144187145	0.335091751265135	0	0	0	0	0.0789169850394016	0	0	0	0.0725343918187566	0.306754568424126	0.287542013833019	0	0	0	0	0.887926765203668	0	0	0	0	0	0	0	0	0.061385835694852
voltage-gated calcium channel activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480214782630393	0.5032326486809	0.696094500703685	0	0	0	0	0	0	0.386660473796583	0	0	0	0	0	0	0	0.377549543302296	0	0	0.696769994968118	0.560394143740024	0.362200718369801	0.88435576447855	0.871491826010893	0.899122049689883	0	0	0	0	0	0	0	0	0.619384038288403	0.530179718780669	0	0	0.334216245186032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393823107763104	0	0	0	0	0.998563667020546	0.804730359977512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
voltage-gated sodium channel activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467353063350505	0.489924858653144	0.679737758648246	0	0	0	0	0	0	0.378278244223948	0	0	0	0	0	0	0	0.369553598407377	0	0	0.680404868505296	0.549759358309309	0.355255313862946	0.866335127278031	0.85448357598072	0.881029421684017	0	0	0	0	0	0	0	0	0.606418371040689	0.520651046964504	0	0	0.328293842312852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385130941711339	0	0	0	0	0.804730359977512	0.998875913320427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calcium-dependent phospholipid binding	0	0.135357738982609	0.180798086225691	0.154866586165221	0.166832539378107	0	0	0	0.144745977119777	0.139562123885757	0	0	0.0958316835656395	0	0	0	0	0	0	0	0	0.103406675565611	0	0	0	0.0916650148300118	0.121756774227153	0.114907117183547	0	0	0	0	0	0	0	0	0.108899489496364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120520658186463	0.113834485197728	0	0	0	0	0	0	0	0	0	0.107474667854265	0	0	0	0	0	0	0.0842739576393954	0	0	0	0	0	0	0	0	0	0	0	0.0923039585358693	0	0	0.988384437644414	0	0.0897481576231469	0	0	0	0	0	0.108539983122067	0.111821728384784	0	0	0	0	0	0	0	0	0.0952067426789735	0	0	0	0.0987926312400141	0.0934808311144804	0.0785591316446527	0.0962798720987984	0	0	0	0	0.0897481576231469	0	0	0	0.0815839681584414	0.0870540034133854	0.0809268957030293	0	0	0	0	0.0809268957030293	0	0	0	0	0	0	0	0	0.0677454011284591
GTPase activity	0	0	0	0	0	0.114335284384317	0.0755172646547255	0.0804725622869095	0	0	0	0	0	0	0	0	0	0.0741873727426893	0.0631930944594081	0.076513248050794	0.0934869251091982	0	0	0	0	0	0	0	0.065130821945594	0.0684346360866751	0.374369049905539	0.0462057096751114	0.0583992030802306	0.0704221215439707	0.264449076719135	0.303803826875743	0	0.260305780796395	0.266787256102996	0.233033880780564	0	0	0	0.072092073189179	0.0677711316725595	0.0506577541150102	0.0500298536284073	0.328899200172818	0.278194441972324	0	0.0666053772082164	0.0845248582499896	0.0689530845748611	0.0584855299420123	0.0565264027272246	0.0598195513590169	0.0612648277663775	0	0.242833439456651	0.199384937074911	0	0	0	0	0	0	0.0590634106155378	0.0565264027272246	0.213233199047144	0.216267960290648	0.208155970329142	0.0554256119830604	0.0597471789792123	0.05529128392533	0	0	0	0	0	0	0	0.06228318686743	0	0	0	0.065878033407311	0.0535913912755392	0.18607076083017	0.0484855319925313	0	0	0	0	0	0	0.303325952739366	0.0544210142178521	0	0.223107729460635	0.21899044046702	0.245764127612865	0.226133664588753	0.18607076083017	0.215855362351819	0.0443916841155082	0	0.239629897984089	0.197675121535658	0	0	0	0	0	0.988072191344533	0	0.040935332933265	0.219720537162212	0	0.0750302137551577	0.0649740980475823	0	0	0	0	0.0634765930559455	0	0	0	0	0	0	0.067889582213736	0.258344394122982	0	0	0	0	0	0	0.216267960290648	0.0578588264528116	0.0562968089091586	0	0	0	0	0	0	0.0489181790923938	0	0.0462057096751114	0.0539366596184975	0	0	0	0.208713033465232	0.0480108445795562	0	0	0	0	0	0
hormone activity	0	0.549856419673488	0.135707235852072	0.357919735548805	0.127684464401587	0	0	0	0.114332404903609	0.111073596716717	0	0	0.413335488583876	0	0	0	0	0	0	0	0	0.0868936003094496	0	0	0	0.0784494661802269	0.0994939021933968	0.0948725831247526	0	0	0	0	0	0	0	0	0.090739561853177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986669643920238	0.279495031830642	0	0	0	0	0	0	0	0	0	0.0897481576231469	0	0	0	0	0	0	0.0729722804095493	0	0	0	0	0	0	0	0	0	0	0	0.0789169850394016	0	0	0.0897481576231469	0	0.998001623680759	0	0	0	0	0	0.268657376053088	0.275395603311002	0	0	0	0	0	0	0	0	0.240569519973159	0	0	0	0.0836121501135974	0.404682487158838	0.889276453260037	0.0818052205815145	0	0	0	0	0.228729548040119	0	0	0	0.359895497423273	0.0750474995001398	0.0704493100948175	0	0	0	0	0.0704493100948175	0	0	0	0	0	0	0	0	0.178862445543331
transaldolase activity	0	0	0	0	0	0.0560554105775737	0.0447721973248559	0.0464686596498301	0	0	0	0	0	0	0	0	0	0.221713351799648	0.200846867239354	0.225812416095515	0.252888830584553	0	0	0	0	0	0	0	0.0409048170006363	0.0421838257185562	0.0519382928572776	0.162829312847873	0.19089517521696	0.214853504994059	0.0425951975366015	0.0462672055610855	0	0.0421838257185562	0.0428251500028273	0.0393455050809786	0	0	0	0.217930975858969	0.0419307782461317	0.034681761086829	0.172091794830868	0.048406767201768	0.0439248702461975	0	0.207601261595172	0.0477917263546803	0.04238024557276	0.0381802803884209	0.0373355378101546	0.0387443315618867	0.0393455050809786	0	0.0403923467970877	0.0354980984643805	0	0	0	0	0	0	0.0384257129992648	0.0373355378101546	0.0371311482408862	0.0374794996220131	0.0365408012820652	0.184432368141957	0.193750268712762	0.184134928977976	0	0	0	0	0	0	0	0.199000570551111	0	0	0	0.206183513686616	0.180328689910031	0.0338574663133742	0.168405101335281	0	0	0	0	0	0	0.0462250195036816	0.0364052847388876	0	0.0382525297874736	0.0377891820126216	0.040699417053463	0.0385892851515732	0.0338574663133742	0.0374323345419205	0.158275066717183	0	0.0400535581129909	0.0352913765876617	0	0	0	0	0	0.040935332933265	0	0.999937550740024	0.0378717811756396	0	0.22321066113922	0.0408429441819408	0	0	0	0	0.201418157248607	0	0	0	0	0	0	0.0419760913795861	0.0419873302943299	0	0	0	0	0	0	0.0374794996220131	0.0379122017660634	0.186349770829702	0	0	0	0	0	0	0.0338574663133742	0	0.0325355278628841	0.181108171428634	0	0	0	0.0366060398837005	0.0334203239335766	0	0	0	0	0	0
endodeoxyribonuclease activity	0	0	0	0	0	0.0932634273331634	0.0657111595168002	0.0694313973115943	0	0	0	0	0	0	0	0	0	0.0647019150696857	0.0561778056115101	0.0664639857101548	0.0789092021725658	0	0	0	0	0	0	0	0.0577039904558178	0.0602823849176159	0.313412595678728	0.0423397681208407	0.052357030925953	0.0618192402268033	0.804048398897018	0.62888710042795	0	0.549570579015411	0.561588842602678	0.718846611123923	0	0	0	0.0631023881802436	0.0597669490587614	0.0460480954506129	0.0455286829288211	0.280901522628625	0.243064792334587	0	0.0588584531240575	0.0724272954990214	0.0606843078441032	0.0524264079579411	0.0508467037799725	0.0534958102068882	0.05464872265841	0	0.215630157418433	0.180670260369463	0	0	0	0	0	0	0.0528902789116406	0.0508467037799725	0.460100061271559	0.46598684761889	0.187842418938812	0.0499542652671987	0.0534379231275615	0.04984512253861	0	0	0	0	0	0	0	0.0554575571383948	0	0	0	0.0582897431964971	0.048459417963163	0.406657020269175	0.0442461832665519	0	0	0	0	0	0	0.262033580421973	0.0491367533121636	0	0.19993358628945	0.471253693526676	0.522345591609821	0.202360143362856	0.169669224806963	0.19408984618042	0.0408115759300811	0	0.21310042450391	0.179265223832751	0	0	0	0	0	0.219720537162212	0	0.0378717811756396	0.996190595141448	0	0.0653420765710287	0.057580937235625	0	0	0	0	0.0564017421555042	0	0	0	0	0	0	0.0598590534013412	0.227773660769518	0	0	0	0	0	0	0.672352190470779	0.0519222717951153	0.0506608547149416	0	0	0	0	0	0	0.0446061997518789	0	0.0423397681208407	0.048741551834411	0	0	0	0.651162417901666	0.043850537123727	0	0	0	0	0	0
extracellular matrix structural constituent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65264634218935	0.613015350600637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986136264285268	0	0	0	0	0	0	0	0	0	0	0	0.509361207049479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31206353071523	0	0
RNA-directed DNA polymerase activity	0	0	0	0	0	0.148396988601572	0.0890116867612879	0.0959778511283669	0	0	0	0	0	0	0	0	0	0.436255569112855	0.362210746916606	0.452414883612395	0.575966269910975	0	0	0	0	0	0	0	0.0749277588412328	0.0793338594724465	0.122657139509228	0.254887049594536	0.331083822849401	0.410468558055985	0.0808014526581363	0.095122397484292	0	0.0793338594724465	0.0816329545199291	0.0698565304041216	0	0	0	0.421849278352192	0.0784435541661233	0.0563927074226927	0.278337672523066	0.104630323877649	0.0857240640472028	0	0.384788171923632	0.101798640386683	0.0800314413223292	0.0662658854955004	0.063761998157846	0.0679836584414612	0.0698565304041216	0	0.0732259804038625	0.0585832927468675	0	0	0	0	0	0	0.0670087208277882	0.063761998157846	0.0631681735704235	0.0641830283410898	0.0614784634367353	0.312114945707978	0.339767483512845	0.311264065578825	0	0	0	0	0	0	0	0.356250032005775	0	0	0	0.379945796593068	0.300540790031619	0.0542453116053136	0.268819482780682	0	0	0	0	0	0	0.0949442539597738	0.0610958287117856	0	0.066483827521362	0.065096581070903	0.0742414386021028	0.0675077265317441	0.0542453116053136	0.0640448359279989	0.243901213045789	0	0.0721200948331555	0.0580223969387469	0	0	0	0	0	0.0750302137551577	0	0.22321066113922	0.0653420765710287	0	0.961968400674452	0.0747204153407104	0	0	0	0	0.364073017459943	0	0	0	0	0	0	0.0786022924389506	0.0786417102297846	0	0	0	0	0	0	0.0641830283410898	0.0654624951232845	0.317645965793805	0	0	0	0	0	0	0.0542453116053136	0	0.0509299250787798	0.302712172152131	0	0	0	0.0616633579415614	0.0531318507479838	0	0	0	0	0	0
RNA helicase activity	0	0	0	0	0	0.113617442137933	0.0752034395483754	0.0801162978830283	0	0	0	0	0	0	0	0	0	0.0738844813375297	0.0629731925181325	0.0761911080482556	0.0930064535451294	0	0	0	0	0	0	0	0.885064538693097	0.929791021062425	0.0978895845115217	0.0460880337679179	0.0582113499995221	0.0701491388106372	0.069257835802406	0.0795193500704286	0	0.0681768162030458	0.0698678285966677	0.0610581192502546	0	0	0	0.0718060165187957	0.067518277675784	0.0505163436435267	0.0498919222111947	0.0860567200560584	0.0728431851216116	0	0.0663611315767207	0.0841318977784301	0.0686913509702295	0.0582971219703902	0.0563503867952558	0.0596224648904775	0.0610581192502546	0	0.0636167137583346	0.0522670918726203	0	0	0	0	0	0	0.0588712671431168	0.0563503867952558	0.0558860869479843	0.056678973499079	0.0545594127776434	0.0552563744784662	0.0595505683266136	0.0551228644994934	0	0	0	0	0	0	0	0.0620695612988154	0	0	0	0.0656390835011489	0.0534331537185553	0.0487863012280873	0.0483559734584773	0	0	0	0	0	0	0.0793948173309003	0.0542578469966198	0	0.0584657320254668	0.0573902116399359	0.0643817544132231	0.0592560866246844	0.0487863012280873	0.0565711788795868	0.0442830558278676	0	0.0627803719208878	0.0518201615206758	0	0	0	0	0	0.0649740980475823	0	0.0408429441819408	0.057580937235625	0	0.0747204153407104	0.98844688690439	0	0	0	0	0.0632547170923957	0	0	0	0	0	0	0.0676358452215655	0.0676650292549978	0	0	0	0	0	0	0.056678973499079	0.0576744282651557	0.0561222177163143	0	0	0	0	0	0	0.0487863012280873	0	0.0460880337679179	0.0537763796173023	0	0	0	0.0547049822800644	0.0478838071351654	0	0	0	0	0	0
actin binding	0	0.40689658150594	0.183833378295844	0.466383107969974	0.169413679159469	0	0	0	0.146684961829843	0.141363847693853	0	0	0.287028939908973	0	0	0	0	0	0	0	0	0.104392501342985	0	0	0	0.0924388355764111	0.12312584100994	0.116125707129419	0	0	0	0	0	0	0	0	0.109993382110052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121861914506856	0.341516218437167	0	0	0	0	0	0	0	0	0	0.108539983122067	0	0	0	0	0	0	0.0849275762499314	0	0	0	0	0	0	0	0	0	0	0	0.0930886507655702	0	0	0.108539983122067	0	0.268657376053088	0	0	0	0	0	0.987322800224817	0.953530252753164	0	0	0	0	0	0	0	0	0.810607695163565	0	0	0	0.0996920613423249	0.279927189159	0.234921461025279	0.097133932857356	0	0	0	0	0.268657376053088	0	0	0	0.244034763050612	0.0877516351930001	0.0815294409091828	0	0	0	0	0.0815294409091828	0	0	0	0	0	0	0	0	0.575341255875262
cytoskeletal protein binding	0	0.422555347211876	0.193449056030704	0.487071434156377	0.177546662910873	0	0	0	0.152743055481456	0.146981971996655	0	0	0.294733449443479	0	0	0	0	0	0	0	0	0.107424733903887	0	0	0	0.0948085213208665	0.127366095896448	0.119890150725665	0	0	0	0	0	0	0	0	0.113364968918442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126014093164893	0.352479357008242	0	0	0	0	0	0	0	0	0	0.111821728384784	0	0	0	0	0	0	0.0869236453785508	0	0	0	0	0	0	0	0	0	0	0	0.0954922030006729	0	0	0.111821728384784	0	0.275395603311002	0	0	0	0	0	0.953530252753164	0.983575844626241	0	0	0	0	0	0	0	0	0.832219295925446	0	0	0	0.102453767222688	0.287250297398188	0.240057494494296	0.0997538623878794	0	0	0	0	0.275395603311002	0	0	0	0.249581714220938	0.0898843270255258	0.0833672433411695	0	0	0	0	0.0833672433411695	0	0	0	0	0	0	0	0	0.586144866301157
